step,agent,mean_reward,std_reward,mean_cum_regret,std_cum_regret,experiment,algo,noise_dist,noise_params
203,1,0.58,0.32,10.41,2.07,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
204,0,0.62,0.33,10.43,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
204,1,0.57,0.34,10.43,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
205,0,0.57,0.33,10.44,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
205,1,0.6,0.33,10.44,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
206,0,0.61,0.32,10.46,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
206,1,0.6,0.34,10.46,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
207,0,0.57,0.34,10.47,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
207,1,0.61,0.34,10.47,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
208,0,0.59,0.32,10.49,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
208,1,0.58,0.32,10.49,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
209,0,0.6,0.34,10.51,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
209,1,0.58,0.33,10.51,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
210,0,0.59,0.32,10.52,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
210,1,0.61,0.34,10.52,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
211,0,0.58,0.34,10.54,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
211,1,0.61,0.33,10.54,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
212,0,0.62,0.32,10.56,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
212,1,0.63,0.34,10.56,2.08,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
213,0,0.6,0.33,10.57,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
213,1,0.6,0.35,10.57,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
214,0,0.62,0.33,10.58,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
214,1,0.59,0.32,10.58,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
215,0,0.63,0.33,10.59,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
215,1,0.61,0.32,10.59,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
216,0,0.62,0.32,10.6,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
216,1,0.59,0.33,10.6,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
217,0,0.61,0.33,10.62,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
217,1,0.6,0.34,10.62,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
218,0,0.59,0.33,10.63,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
218,1,0.59,0.33,10.63,2.09,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
219,0,0.61,0.32,10.65,2.1,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
219,1,0.59,0.34,10.65,2.1,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
220,0,0.61,0.34,10.67,2.11,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
220,1,0.61,0.32,10.67,2.11,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
221,0,0.6,0.33,10.68,2.11,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
221,1,0.61,0.33,10.68,2.11,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
222,0,0.6,0.31,10.69,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
222,1,0.59,0.31,10.69,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
223,0,0.59,0.32,10.7,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
223,1,0.59,0.34,10.7,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
224,0,0.59,0.31,10.72,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
224,1,0.59,0.31,10.72,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
225,0,0.57,0.33,10.74,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
225,1,0.61,0.34,10.74,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
226,0,0.6,0.33,10.76,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
226,1,0.58,0.32,10.76,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
227,0,0.6,0.32,10.78,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
227,1,0.59,0.33,10.78,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
228,0,0.61,0.32,10.79,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
228,1,0.6,0.34,10.79,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
229,0,0.59,0.32,10.8,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
229,1,0.61,0.31,10.8,2.12,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
230,0,0.61,0.33,10.81,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
230,1,0.6,0.32,10.81,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
231,0,0.59,0.34,10.83,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
231,1,0.61,0.33,10.83,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
232,0,0.59,0.32,10.84,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
232,1,0.62,0.33,10.84,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
233,0,0.59,0.32,10.85,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
233,1,0.6,0.35,10.85,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
234,0,0.58,0.32,10.86,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
234,1,0.61,0.33,10.86,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
235,0,0.59,0.33,10.88,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
235,1,0.61,0.32,10.88,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
236,0,0.59,0.32,10.89,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
236,1,0.61,0.32,10.89,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
237,0,0.59,0.33,10.92,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
237,1,0.6,0.33,10.92,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
238,0,0.59,0.34,10.93,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
238,1,0.57,0.32,10.93,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
239,0,0.61,0.33,10.95,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
239,1,0.6,0.33,10.95,2.13,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
240,0,0.6,0.32,10.96,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
240,1,0.62,0.31,10.96,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
241,0,0.6,0.32,10.97,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
241,1,0.59,0.33,10.97,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
242,0,0.62,0.31,10.99,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
242,1,0.58,0.34,10.99,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
243,0,0.59,0.32,11.0,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
243,1,0.59,0.32,11.0,2.14,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
244,0,0.63,0.32,11.01,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
244,1,0.58,0.33,11.01,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
245,0,0.58,0.32,11.03,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
245,1,0.61,0.32,11.03,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
246,0,0.58,0.33,11.04,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
246,1,0.64,0.32,11.04,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
247,0,0.59,0.32,11.05,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
247,1,0.61,0.34,11.05,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
248,0,0.61,0.34,11.07,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
248,1,0.6,0.33,11.07,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
249,0,0.6,0.31,11.08,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
249,1,0.61,0.33,11.08,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
250,0,0.6,0.33,11.11,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
250,1,0.59,0.34,11.11,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
251,0,0.62,0.31,11.12,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
251,1,0.62,0.33,11.12,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
252,0,0.6,0.33,11.13,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
252,1,0.6,0.32,11.13,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
253,0,0.61,0.32,11.15,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
253,1,0.59,0.31,11.15,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
254,0,0.59,0.33,11.16,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
254,1,0.58,0.32,11.16,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
255,0,0.58,0.33,11.17,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
255,1,0.59,0.33,11.17,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
256,0,0.59,0.35,11.18,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
256,1,0.62,0.31,11.18,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
257,0,0.6,0.33,11.19,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
257,1,0.59,0.31,11.19,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
258,0,0.6,0.34,11.21,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
258,1,0.6,0.32,11.21,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
259,0,0.62,0.32,11.22,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
259,1,0.6,0.33,11.22,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
260,0,0.6,0.31,11.23,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
260,1,0.59,0.33,11.23,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
261,0,0.61,0.32,11.24,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
261,1,0.6,0.32,11.24,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
262,0,0.61,0.32,11.25,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
262,1,0.6,0.32,11.25,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
263,0,0.56,0.32,11.27,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
263,1,0.6,0.32,11.27,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
264,0,0.58,0.33,11.28,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
264,1,0.6,0.33,11.28,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
265,0,0.6,0.34,11.29,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
265,1,0.6,0.32,11.29,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
266,0,0.6,0.34,11.31,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
266,1,0.6,0.32,11.31,2.15,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
267,0,0.58,0.33,11.33,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
267,1,0.58,0.34,11.33,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
268,0,0.6,0.3,11.34,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
268,1,0.6,0.34,11.34,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
269,0,0.59,0.31,11.35,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
269,1,0.59,0.33,11.35,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
270,0,0.58,0.33,11.37,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
270,1,0.61,0.31,11.37,2.16,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
271,0,0.62,0.34,11.38,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
271,1,0.6,0.32,11.38,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
272,0,0.61,0.31,11.39,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
272,1,0.59,0.32,11.39,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
273,0,0.59,0.34,11.4,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
273,1,0.58,0.32,11.4,2.17,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
274,0,0.62,0.33,11.42,2.18,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
274,1,0.61,0.31,11.42,2.18,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
275,0,0.61,0.32,11.43,2.18,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
275,1,0.57,0.31,11.43,2.18,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
276,0,0.59,0.3,11.43,2.18,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
276,1,0.62,0.31,11.43,2.18,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
277,0,0.62,0.33,11.45,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
277,1,0.61,0.31,11.45,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
278,0,0.61,0.32,11.46,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
278,1,0.57,0.32,11.46,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
279,0,0.62,0.32,11.46,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
279,1,0.6,0.33,11.46,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
280,0,0.61,0.32,11.48,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
280,1,0.59,0.32,11.48,2.19,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
281,0,0.59,0.31,11.49,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
281,1,0.57,0.33,11.49,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
282,0,0.6,0.33,11.5,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
282,1,0.6,0.33,11.5,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
283,0,0.6,0.32,11.5,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
283,1,0.61,0.34,11.5,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
284,0,0.61,0.34,11.51,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
284,1,0.59,0.32,11.51,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
285,0,0.59,0.32,11.52,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
285,1,0.57,0.32,11.52,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
286,0,0.58,0.33,11.53,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
286,1,0.62,0.32,11.53,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
287,0,0.59,0.33,11.54,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
287,1,0.59,0.32,11.54,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
288,0,0.59,0.32,11.55,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
288,1,0.6,0.33,11.55,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
289,0,0.6,0.33,11.56,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
289,1,0.59,0.32,11.56,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
290,0,0.61,0.32,11.57,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
290,1,0.59,0.34,11.57,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
291,0,0.59,0.31,11.58,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
291,1,0.58,0.31,11.58,2.2,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
292,0,0.62,0.32,11.6,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
292,1,0.6,0.35,11.6,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
293,0,0.57,0.32,11.62,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
293,1,0.57,0.34,11.62,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
294,0,0.61,0.32,11.64,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
294,1,0.56,0.32,11.64,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
295,0,0.61,0.32,11.65,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
295,1,0.61,0.32,11.65,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
296,0,0.61,0.31,11.65,2.23,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
296,1,0.6,0.3,11.65,2.23,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
297,0,0.58,0.32,11.66,2.23,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
297,1,0.62,0.33,11.66,2.23,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
298,0,0.6,0.32,11.68,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
298,1,0.58,0.33,11.68,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
299,0,0.61,0.33,11.69,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
299,1,0.59,0.32,11.69,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
300,0,0.58,0.31,11.71,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
300,1,0.59,0.34,11.71,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
301,0,0.6,0.32,11.71,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
301,1,0.62,0.3,11.71,2.22,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
302,0,0.62,0.33,11.73,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
302,1,0.6,0.32,11.73,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
303,0,0.6,0.32,11.74,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
303,1,0.59,0.34,11.74,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
304,0,0.63,0.33,11.74,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
304,1,0.59,0.32,11.74,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
305,0,0.59,0.32,11.75,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
305,1,0.61,0.31,11.75,2.21,PD_UCB2_TS0_N0.1_1000,"['UCB', 'TS']",normal,"(0.0, 0.1)"
